lfdn;v_248;v_283;tag
928;Weak access to customer needs and / or (internal) business information;Low quality in their work. High time investment to generate the requirements.;Project or Organization:Poor requirements quality (general)
1017;Weak access to customer needs and / or (internal) business information;backtracking;Project or Organization:Difficulties in project management
1101;Weak access to customer needs and / or (internal) business information;solution delivered and unused;Product:Poor product quality 
1224;Weak access to customer needs and / or (internal) business information;Distrust in business analysts;Customer:Customer dissatisfaction
1289;Weak access to customer needs and / or (internal) business information;Acceptance in the end;Verification or Validation:Validation of requirements becomes difficult
1415;Weak access to customer needs and / or (internal) business information;PRODUCT DOMAIN FAILURES ;Product:Poor product quality 
1542;Weak access to customer needs and / or (internal) business information;Failed attemps of increasing sales and revenue, or addressing customers correctly, no clear strategic direction, since no insights can be obtained;Verification or Validation:Validation of requirements becomes difficult
1810;Weak access to customer needs and / or (internal) business information;"Constant feeling of uncertainty; risk of customer getting confused";Project or Organization:Misunderstanding (overall)
179;Weak knowledge about customer's application domain;poorly chosen requirements;Project or Organization:Poor requirements quality (general)
740;Weak knowledge about customer's application domain;re work;Project or Organization:Effort overrun
912;Weak knowledge about customer's application domain;Surprises are never a good thing.  This problem results in surprises;Project or Organization:Misunderstanding (overall)
1069;Weak knowledge about customer's application domain;using various method to communicate;Project or Organization:Increased communication
1171;Weak knowledge about customer's application domain;Faulty system functionality;Product:Missing functionality of product
1279;Weak knowledge about customer's application domain;Potentially missing the important aspects of how we can assist our customers in doing their job;Project or Organization:Misunderstanding (overall)
1296;Weak knowledge about customer's application domain;Hard to understand domain;Project or Organization:Misunderstanding (overall)
1321;Weak knowledge about customer's application domain;We do not know where to put the focus;Project or Organization:Misunderstanding (overall)
1355;Weak knowledge about customer's application domain;The customer is dissatisfied with the product since he never got involved;Customer:Customer dissatisfaction
1727;Weak knowledge about customer's application domain;HARDWARE MAINTENANCE;Product:Wrong sizing of hardware
1842;Weak knowledge about customer's application domain;"Implementation of a project that is not exactly what the customer wants; poor use of the software by the customer - for not answering all your needs; in the case of ISVs, reduced sales; need for new changes";Customer:Customer dissatisfaction
1931;Weak knowledge about customer's application domain;Customer feedback is a blocker to progress;Verification or Validation:Validation of requirements becomes difficult
120;Weak relationship between customer and project lead;Delay;Project or Organization:Time overrun
420;Weak relationship between customer and project lead;the customers (farmers) want their money, and we have to follow rules and regulations (laws);Project or Organization:Misunderstanding (overall)
1416;Weak relationship between customer and project lead;unpleasantness with the CUSTOMER;Project or Organization:Conflicts within the team
1695;Weak relationship between customer and project lead;Low product quality;Product:Poor product quality 
1791;Weak relationship between customer and project lead;sdf;
