lfdn;v_248;v_278;tag
1122;Underspecified requirements that are too abstract and allow for various interpretations;The customer has no functional sense of the desired requirements, and has only concepts of the needs, taking into account the insufficient time, it becomes a big problem;Input:Unclear roles and responsonsibilities at customer side
1139;Underspecified requirements that are too abstract and allow for various interpretations;There are little time to elicit requirements;Method:Lack of requirements management
1339;Underspecified requirements that are too abstract and allow for various interpretations;Lack of management commitment;Method:Poor project management
1353;Underspecified requirements that are too abstract and allow for various interpretations;The customer has very short time limits;Input:Strict time schedule by customer
1384;Underspecified requirements that are too abstract and allow for various interpretations;The person in charge of the client's side does not understand what the users were wishing to correct;Input:Unclear business needs
1426;Underspecified requirements that are too abstract and allow for various interpretations;requirements are formulated by customer, who has little or no experience;Input:Missing IT project experience at customer side
1723;Underspecified requirements that are too abstract and allow for various interpretations;Lack of budget;Method:Poor project management
1831;Underspecified requirements that are too abstract and allow for various interpretations;Lack of knowledge or specificity;Method:Lack of a well-defined RE process
1896;Underspecified requirements that are too abstract and allow for various interpretations;"Free for all requirement specification (i.e, everyone is allowed to suggest features);";Method:Lack of a well-defined RE process
1917;Underspecified requirements that are too abstract and allow for various interpretations;insufficient documentation/briefing ;Method:Lack of a well-defined RE process
141;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"business practices; employee transfers; employee terminations";Organization:Changing business needs
167;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Leadership;Input:Lack of leadership
365;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"keeping up with the industry; being competitive ";Organization:Changing business needs
868;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;lack of time, lack of experience;Organization:Stakeholders lack business vision and understanding
880;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Inconsistent customer development process;Input:Missing IT project experience at customer side
1291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Lacking visibility in partner business;Organization:Changing business needs
1675;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;General flux of startup-phase business;Organization:Changing business needs
58;Weak access to customer needs and / or (internal) business information;"business as usual; always worked this way";Input:Missing RE awareness at customer side
97;Weak access to customer needs and / or (internal) business information;Project members participate while doing their daily business. ;Organization:Missing RE awareness at team side
359;Weak access to customer needs and / or (internal) business information;There is no person exchanging appropriate information with customers.;Method:Not following the communication plan
901;Weak access to customer needs and / or (internal) business information;Customer usually is unavailable, slow to respond;Method:Not following the communication plan
928;Weak access to customer needs and / or (internal) business information;"Business team with low business knowledge; Lack of experience in the position; There is no documentation of the previous version of the products that are in the technology migration process.";Input:Missing IT project experience at customer side
1017;Weak access to customer needs and / or (internal) business information;weak documentation or badly organized/accessible documentation;Organization:Documentation overhead
1101;Weak access to customer needs and / or (internal) business information;little customer commitment / engagement;Input:Missing RE awareness at customer side
1224;Weak access to customer needs and / or (internal) business information;Lack of cooperation from the client;Input:Missing RE awareness at customer side
1289;Weak access to customer needs and / or (internal) business information;IT orgnaisations with demand manager are the counterpart. Business  resp have not enough time allocated. ;Input:Missing IT project experience at customer side
1415;Weak access to customer needs and / or (internal) business information;The client does not know about the development;Input:Missing IT project experience at customer side
1422;Weak access to customer needs and / or (internal) business information;Weak knowledge between the client and the leader;Method:Lack of communication channels
1542;Weak access to customer needs and / or (internal) business information;If there is any feedback being captured e.g. through customer service, this information is not know by the project team;Method:Lack of communication channels
1810;Weak access to customer needs and / or (internal) business information;Inability for technical experts to talk directly with customers;Method:Lack of communication channels
179;Weak knowledge about customer's application domain;There are special processes within customer needs;Method:Lack of communication channels
740;Weak knowledge about customer's application domain;Little customer dedication;Input:Missing RE awareness at customer side
912;Weak knowledge about customer's application domain;Rarely have appropriate access to the Architecture, or time to learn the domain details before having to deliver;People:Missing domain knowledge
1069;Weak knowledge about customer's application domain;communication ;Method:Lack of communication channels
1171;Weak knowledge about customer's application domain;Lack of knowledge about the business logic;People:Stakeholders lack business vision and understanding
1279;Weak knowledge about customer's application domain;We are a commercial software company so it can be difficult to fully understand the customer domain;People:Stakeholders lack business vision and understanding
1296;Weak knowledge about customer's application domain;Software specialist not domain experts;People:Stakeholders lack business vision and understanding
1321;Weak knowledge about customer's application domain;We do not know how the product is used by the customer ;People:Stakeholders lack business vision and understanding
1355;Weak knowledge about customer's application domain;They are not completely defined due to contradictions and lack of communication;Method:Lack of communication channels
1717;Weak knowledge about customer's application domain;Improper analysis;Method:Lack of a well-defined RE process
1727;Weak knowledge about customer's application domain;Lack of equipments;Organization:Insufficient resources
1842;Weak knowledge about customer's application domain;The project team worked little with similar systems to those they were trying to implement;People:Lack of experience of RE team members
120;Weak relationship between customer and project lead;"Geographic ; contract";Method:Inappropriate definition of contract
420;Weak relationship between customer and project lead;there is very myuch focus on rules and regulations (laws) which are complicated;Organization:Non functional requirements unclear
1416;Weak relationship between customer and project lead;Lack of understanding;Method:Lack of communication channels
1695;Weak relationship between customer and project lead;Lack of direct availability or time.;Method:Lack of communication channels
1791;Weak relationship between customer and project lead;as;
